,City,Latitude,Longitude,Value,Year,VAL
6135,Barcelona,41.38879,2.15899,60,1667,0.001578906
6156,Basra,30.5,47.816667,60,1661,0.001578906
6174,Jodhpur,26.26841,73.00594,60,1658,0.001578906
6252,Achin,5.55,95.316667,60,1650,0.001578906
6253,Basra,30.5,47.816667,60,1650,0.001578906
6254,Benin,6.339081,5.626483,60,1650,0.001578906
6255,Bursa,40.19266,29.08403,60,1650,0.001578906
6256,Hugli-Chuchura,22.9,88.39,60,1650,0.001578906
6257,Inwa,21.857353,95.981936,60,1650,0.001578906
6258,Jodhpur,26.26841,73.00594,60,1650,0.001578906
6259,Katsina,12.98943,7.60063,60,1650,0.001578906
6260,Nkazargamu,13.047222,12.227778,60,1650,0.001578906
6261,Oyo,7.85,3.93333,60,1650,0.001578906
6262,Qazvin,36.26877,50.0041,60,1650,0.001578906
6263,Targoviste,44.924167,25.456667,60,1650,0.001578906
6264,Udaipur,24.57127,73.691544,60,1650,0.001578906
6265,Xiamen,24.47979,118.08187,60,1650,0.001578906
6314,Brussel,50.85045,4.34878,60,1643,0.001578906
6322,Bucharest,44.43225,26.10626,60,1640,0.001578906
6344,Achin,5.55,95.316667,60,1637,0.001578906
6345,Vienna,48.20849,16.37208,60,1637,0.001578906
6358,Cuttack,20.46497,85.87927,60,1633,0.001578906
6399,Mexico City,19.42847,-99.12766,60,1625,0.001578906
6409,Xiamen,24.47979,118.08187,60,1623,0.001578906
6482,Tokyo,35.6895,139.69171,60,1604,0.001578906
6483,Toungoo,18.933333,96.433333,60,1604,0.001578906
6557,Anantpur,14.08339,77.59588,60,1600,0.001578906
6558,Bucharest,44.43225,26.10626,60,1600,0.001578906
6559,Cuttack,20.46497,85.87927,60,1600,0.001578906
6560,Damascus,33.5102,36.29128,60,1600,0.001578906
6561,Hugli-Chuchura,22.9,88.39,60,1600,0.001578906
6562,Katsina,12.98943,7.60063,60,1600,0.001578906
6563,Nkazargamu,13.047222,12.227778,60,1600,0.001578906
6564,Oyo,7.85,3.93333,60,1600,0.001578906
6565,Qazvin,36.26877,50.0041,60,1600,0.001578906
6566,Rouen,49.44313,1.09932,60,1600,0.001578906
6567,Tokyo,35.6895,139.69171,60,1600,0.001578906
6568,Toungoo,18.933333,96.433333,60,1600,0.001578906
6569,Ujjain,23.18239,75.77643,60,1600,0.001578906
6570,Zaria,11.11128,7.7227,60,1600,0.001578906
6734,Burhanpur,21.30898,76.22996,60,1599,0.001578906
6810,Kano,12.00012,8.51672,60,1585,0.001578906
6894,Anantpur,14.08339,77.59588,60,1575,0.001578906
6895,Damascus,33.5102,36.29128,60,1575,0.001578906
6896,Florence,43.771033,11.248,60,1575,0.001578906
6897,Granada,37.177336,-3.598558,60,1575,0.001578906
6898,Moscow,55.75222,37.61556,60,1575,0.001578906
6899,Oyo,7.85,3.93333,60,1575,0.001578906
6900,Surat,21.19594,72.83023,60,1575,0.001578906
6901,Ujjain,23.18239,75.77643,60,1575,0.001578906
6954,Bijapur,16.82442,75.71537,60,1565,0.001578906
7039,Algiers,36.7525,3.04197,60,1550,0.001578906
7040,Arakan,19.810092,93.987842,60,1550,0.001578906
7041,Bijapur,16.82442,75.71537,60,1550,0.001578906
7042,Brugge,51.210819,3.224936,60,1550,0.001578906
7043,Damascus,33.5102,36.29128,60,1550,0.001578906
7044,Kano,12.00012,8.51672,60,1550,0.001578906
7045,Kashi,39.4704,75.989756,60,1550,0.001578906
7046,Palermo,38.115689,13.361267,60,1550,0.001578906
7047,Sakai,34.573333,135.483056,60,1550,0.001578906
7048,Samarkand,39.6576,66.947561,60,1550,0.001578906
7049,Targoviste,44.924167,25.456667,60,1550,0.001578906
7050,Ujjain,23.18239,75.77643,60,1550,0.001578906
7051,Valladolid,41.65518,-4.72372,60,1550,0.001578906
7052,Yamaguchi,34.185956,131.47065,60,1550,0.001578906
7218,Kashi,39.4704,75.989756,60,1514,0.001578906
7237,Bukhara,39.765869,64.422347,60,1510,0.001578906
7238,Ikoso,8.666667,3.383333,60,1510,0.001578906
7239,Samarkand,39.6576,66.947561,60,1510,0.001578906
7306,Ahmednagar,19.095208,74.749592,60,1500,0.001578906
7307,Brugge,51.210819,3.224936,60,1500,0.001578906
7308,Damascus,33.5102,36.29128,60,1500,0.001578906
7309,Gao,16.27167,-0.04472,60,1500,0.001578906
7310,Inwa,21.857353,95.981936,60,1500,0.001578906
7311,Oyo,7.85,3.93333,60,1500,0.001578906
7312,Pegu,17.333333,96.483333,60,1500,0.001578906
7313,Samarkand,39.6576,66.947561,60,1500,0.001578906
7314,Shiraz,29.61031,52.53114,60,1500,0.001578906
7315,Texcoco,19.504422,-98.891425,60,1500,0.001578906
7316,Tsinkiang,24.913889,118.58583,60,1500,0.001578906
7317,Turpan,42.93333,89.16667,60,1500,0.001578906
7470,Ahmednagar,19.095208,74.749592,60,1499,0.001578906
7476,Samarkand,39.6576,66.947561,60,1497,0.001578906
7491,Bhimavaram,16.54541,81.531578,60,1492,0.001578906
7501,Ahmedabad,23.039568,72.566004,60,1487,0.001578906
7502,Riobamba,-1.67083,-78.64861,60,1487,0.001578906
7533,Turpan,42.93333,89.16667,60,1473,0.001578906
7535,Novgorod,58.525569,31.274192,60,1471,0.001578906
7608,Bidar,17.91331,77.5301,60,1450,0.001578906
7609,Brugge,51.210819,3.224936,60,1450,0.001578906
7610,Cambay,22.313114,72.619408,60,1450,0.001578906
7611,Feodosia,45.048889,35.379167,60,1450,0.001578906
7612,Inwa,21.857353,95.981936,60,1450,0.001578906
7613,Lisbon,38.71667,-9.13333,60,1450,0.001578906
7614,London,51.511214,-0.119825,60,1450,0.001578906
7615,Novgorod,58.525569,31.274192,60,1450,0.001578906
7616,Pegu,17.333333,96.483333,60,1450,0.001578906
7617,Quilon,8.88,76.6,60,1450,0.001578906
7618,Riobamba,-1.67083,-78.64861,60,1450,0.001578906
7656,Cambay,22.313114,72.619408,60,1442,0.001578906
7659,Pegu,17.333333,96.483333,60,1440,0.001578906
7660,Quilon,8.88,76.6,60,1440,0.001578906
7672,Naples,40.851775,14.268122,60,1435,0.001578906
7685,Texcoco,19.504422,-98.891425,60,1427,0.001578906
7695,Bhimavaram,16.54541,81.531578,60,1422,0.001578906
7770,Brugge,51.210819,3.224936,60,1400,0.001578906
7771,Cambay,22.313114,72.619408,60,1400,0.001578906
7772,Nanchang,28.68333,115.88333,60,1400,0.001578906
7773,Ningbo,29.866667,121.55,60,1400,0.001578906
7774,Pandua,23.07492,88.28637,60,1400,0.001578906
7775,Patan,23.8507,72.12963,60,1400,0.001578906
7776,Quilon,8.88,76.6,60,1400,0.001578906
7777,Seville,37.388097,-5.982331,60,1400,0.001578906
7778,Texcoco,19.504422,-98.891425,60,1400,0.001578906
7918,Patan,23.8507,72.12963,60,1392,0.001578906
7976,Rouen,49.44313,1.09932,60,1364,0.001578906
7989,Gent,51.053469,3.730378,60,1358,0.001578906
8026,Alexandria,31.200092,29.918739,60,1350,0.001578906
8027,Granada,37.177336,-3.598558,60,1350,0.001578906
8028,Mali,11,-8,60,1350,0.001578906
8029,Quilon,8.88,76.6,60,1350,0.001578906
8085,Naples,40.851775,14.268122,60,1340,0.001578906
8106,Mali,11,-8,60,1324,0.001578906
8170,Florence,43.771033,11.248,60,1300,0.001578906
8171,Madurai,9.91735,78.11962,60,1300,0.001578906
8172,Milan,45.465453,9.198786,60,1300,0.001578906
8173,Trabzon,41.00145,39.717806,60,1300,0.001578906
8174,Yinchuan,38.4667,106.2667,60,1300,0.001578906
8309,Cambay,22.313114,72.619408,60,1298,0.001578906
8317,Madurai,9.91735,78.11962,60,1290,0.001578906
8319,Milan,45.465453,9.198786,60,1288,0.001578906
8346,Trabzon,41.00145,39.717806,60,1261,0.001578906
8390,Cambay,22.313114,72.619408,60,1250,0.001578906
8391,Jingdezhen,29.268836,117.17842,60,1250,0.001578906
8392,Patan,23.8507,72.12963,60,1250,0.001578906
8393,Trabzon,41.00145,39.717806,60,1250,0.001578906
8394,Yinchuan,38.4667,106.2667,60,1250,0.001578906
8441,Milan,45.465453,9.198786,60,1237,0.001578906
8454,Herat,34.34817,62.19967,60,1221,0.001578906
8471,Trabzon,41.00145,39.717806,60,1204,0.001578906
8506,Cordoba,38.046133,-4.893564,60,1200,0.001578906
8507,Delhi,28.65381,77.22897,60,1200,0.001578906
8508,Gauda,24.866667,88.133333,60,1200,0.001578906
8509,Granada,37.177336,-3.598558,60,1200,0.001578906
8510,Haining,30.533333,120.683333,60,1200,0.001578906
8511,Milan,45.465453,9.198786,60,1200,0.001578906
8512,Samarkand,39.6576,66.947561,60,1200,0.001578906
8624,Patan,23.8507,72.12963,60,1197,0.001578906
8681,Basra,30.5,47.816667,60,1150,0.001578906
8682,Bejaia,36.75,5.066667,60,1150,0.001578906
8683,Cholula,19.06333,-98.306389,60,1150,0.001578906
8684,Cordoba,38.046133,-4.893564,60,1150,0.001578906
8685,Granada,37.177336,-3.598558,60,1150,0.001578906
8686,Liaoyang,41.266667,123.183333,60,1150,0.001578906
8687,Qom,34.6401,50.8764,60,1150,0.001578906
8688,Qum,34.64,50.876389,60,1150,0.001578906
8689,Tsinkiang,24.913889,118.58583,60,1150,0.001578906
8690,Venice,45.440847,12.315514,60,1150,0.001578906
8739,Basra,30.5,47.816667,60,1123,0.001578906
8741,Bejaia,36.75,5.066667,60,1121,0.001578906
8748,Cordoba,38.046133,-4.893564,60,1103,0.001578906
8749,Granada,37.177336,-3.598558,60,1103,0.001578906
8784,Basra,30.5,47.816667,60,1100,0.001578906
8785,Cholula,19.06333,-98.306389,60,1100,0.001578906
8786,Cordoba,38.046133,-4.893564,60,1100,0.001578906
8787,Granada,37.177336,-3.598558,60,1100,0.001578906
8788,Kaesong,37.97083,126.55444,60,1100,0.001578906
8850,Xiangyang,32.017,112.133,60,1077,0.001578906
8888,Kanauji,27.05519,79.91808,60,1018,0.001578906
8894,Ghazni,33.55391,68.42096,60,1001,0.001578906
8923,Beijing,39.9075,116.39723,60,1000,0.001578906
8924,Ghazni,33.55391,68.42096,60,1000,0.001578906
8925,Jerusalem,31.76904,35.21633,60,1000,0.001578906
8926,Kaesong,37.97083,126.55444,60,1000,0.001578906
8997,Ghazni,33.55391,68.42096,60,990,0.001578906
9019,Beijing,39.9075,116.39723,60,936,0.001578906
9023,Preslav,43.164542,26.817967,60,930,0.001578906
9026,Kaesong,37.97083,126.55444,60,927,0.001578906
9123,Anbar,32.559761,41.919647,60,800,0.001578906
9124,Mansura,25.590258,68.776944,60,800,0.001578906
9125,Prambanan,-7.752022,110.491369,60,800,0.001578906
9195,Mecca,21.42667,39.82611,60,692,0.001578906
9228,Hangzhou,30.25,120.166667,60,622,0.001578906
9229,Kayseri,38.73222,35.48528,60,622,0.001578906
9230,Pyongyang,39.03385,125.75432,60,622,0.001578906
9231,Teotihuacan,19.69291001,-98.84606,60,622,0.001578906
9257,Hangzhou,30.25,120.166667,60,591,0.001578906
9258,Kayseri,38.73222,35.48528,60,550,0.001578906
9272,Pyongyang,39.03385,125.75432,60,500,0.001578906
9290,Trier,49.75565,6.63935,60,361,0.001578906
653,Nnewi,6.01986,6.91478,60,1980,0.001578906
5075,Kagoshima,31.5966,130.557183,59.727,1764,0.001571722
6960,Florence,43.771033,11.248,59.216,1562,0.001558275
2421,Guatemala City,14.64072,-90.51327,59.039,1880,0.001553617
1758,Bonn,50.73438,7.09548,59,1900,0.001552591
1759,Calais,50.9581,1.85205,59,1900,0.001552591
1760,Evansville,37.97476,-87.55585,59,1900,0.001552591
1761,Gibraltar,36.14474,-5.35257,59,1900,0.001552591
1762,Kumamoto,32.78983,130.741574,59,1900,0.001552591
1763,Kumbakonam,10.96209,79.39124,59,1900,0.001552591
1764,Poltava,49.59373,34.54073,59,1900,0.001552591
1765,Potsdam,52.39886,13.06566,59,1900,0.001552591
1766,San Salvador,13.706899,-89.202258,59,1900,0.001552591
3163,Leicester,52.6386,-1.13169,59,1850,0.001552591
3164,Saratov,51.54056,46.00861,59,1850,0.001552591
3679,The Hague,52.070492,4.300694,59,1837,0.001552591
5143,Prague,50.08804,14.42076,59,1754,0.001552591
5793,Hue,16.46667,107.6,59,1700,0.001552591
5794,Nagasaki,32.752558,129.878192,59,1700,0.001552591
6266,Barcelona,41.38879,2.15899,59,1650,0.001552591
6902,Aleppo,36.216667,37.166667,59,1575,0.001552591
6903,Messina,38.19327,15.54969,59,1575,0.001552591
7054,Bologna,44.49381,11.33875,59,1550,0.001552591
7055,Florence,43.771033,11.248,59,1550,0.001552591
7987,Gent,51.053469,3.730378,59,1359,0.001552591
8635,Suzhou,31.3,120.6,59,1184,0.001552591
1073,Longyan,25.11,117.02,59,1980,0.001552591
1397,Kismaayo,-0.366667,42.533333,59,1980,0.001552591
1467,Najran,17.4924,44.12766,59,1980,0.001552591
1497,Okpogho,6.440393,7.284425,59,1980,0.001552591
7164,Lisbon,38.71667,-9.13333,58.86,1527,0.001548907
2685,Brunn,49.2,16.6167,58.809,1857,0.001547565
4743,Florence,43.771033,11.248,58.716,1799,0.001545117
907,Zhangye,38.93333,100.45,58.582,1948,0.001541591
6571,Mexico City,19.42847,-99.12766,58.5,1600,0.001539433
2891,Tynemouth,55.01788,-1.42559,58.144,1851,0.001530065
2648,Nurnberg,49.452031,11.07675,58.081,1861,0.001528407
1767,Bellary,15.14575,76.91751,58,1900,0.001526276
1768,Berdychiv,49.907903,28.587936,58,1900,0.001526276
1769,Braila,45.26667,27.98333,58,1900,0.001526276
1770,Charleston,32.7833,-79.9333,58,1900,0.001526276
1771,Kursk,51.73733,36.18735,58,1900,0.001526276
1772,La Plata,-34.92145,-57.95453,58,1900,0.001526276
1773,Linz,48.30639,14.28611,58,1900,0.001526276
1774,Metz,49.11911,6.17269,58,1900,0.001526276
1775,Remscheid,51.17983,7.1925,58,1900,0.001526276
1776,Samarkand,39.6576,66.947561,58,1900,0.001526276
1777,Sana'a ,15.35472,44.20667,58,1900,0.001526276
1778,Taganrog,47.23617,38.89688,58,1900,0.001526276
3165,Granada,37.177336,-3.598558,58,1850,0.001526276
5259,Prague,50.08804,14.42076,58,1750,0.001526276
6157,Sendai,38.266667,140.866667,58,1661,0.001526276
6835,Tsinkiang,24.913889,118.58583,58,1577,0.001526276
6904,Tsinkiang,24.913889,118.58583,58,1575,0.001526276
7056,Aleppo,36.216667,37.166667,58,1550,0.001526276
7057,Goa,15.299333,74.124,58,1550,0.001526276
7058,Lyon,45.74846,4.84671,58,1550,0.001526276
7059,Rome,41.89474,12.4839,58,1550,0.001526276
7060,Tsinkiang,24.913889,118.58583,58,1550,0.001526276
7119,Brugge,51.210819,3.224936,58,1537,0.001526276
8649,Milan,45.465453,9.198786,58,1170,0.001526276
8863,Nanning,22.81667,108.31667,58,1076,0.001526276
8927,Nanning,22.81667,108.31667,58,1000,0.001526276
25,Shenzhen,22.54,114.06,58,1980,0.001526276
2892,Metz,49.11911,6.17269,57.713,1851,0.001518723
2808,Moradabad,28.83893,78.77684,57.414,1852,0.001510855
5132,Edinburgh,55.95206,-3.19648,57.195,1755,0.001505092
2893,Algiers,36.7525,3.04197,57.081,1851,0.001502092
920,Tsinkiang,24.913889,118.58583,57,1938,0.001499961
1779,Arnhem,51.98,5.91111,57,1900,0.001499961
1780,Bury,53.593,-2.298,57,1900,0.001499961
1781,Coatbridge,55.86216,-4.02469,57,1900,0.001499961
1782,Dewsbury,53.69076,-1.62907,57,1900,0.001499961
1783,Kecskemet,46.90618,19.69128,57,1900,0.001499961
1784,Lublin,51.25,22.56667,57,1900,0.001499961
1785,Mawlamyine,16.484591,97.625931,57,1900,0.001499961
1786,Nagapattinam,10.768802,79.839427,57,1900,0.001499961
1787,Orleans,47.902964,1.90925,57,1900,0.001499961
1788,Sevastopol,44.58883,33.5224,57,1900,0.001499961
1789,Sialkot,32.5101,74.54313,57,1900,0.001499961
1790,Smolensk,54.7818,32.0401,57,1900,0.001499961
1791,Thanjavur,10.786999,79.137827,57,1900,0.001499961
1792,Thiruvananthapuram,8.487495,76.948623,57,1900,0.001499961
1793,Toyama,36.695952,137.213677,57,1900,0.001499961
2395,Wenzhou,27.99942,120.66682,57,1882,0.001499961
3166,Tynemouth,55.01788,-1.42559,57,1850,0.001499961
4352,Turin,45.07049,7.68682,57,1800,0.001499961
5260,Kagoshima,31.5966,130.557183,57,1750,0.001499961
6573,Toledo,39.862831,-4.027322,57,1600,0.001499961
7131,Aleppo,36.216667,37.166667,57,1530,0.001499961
7174,Damascus,33.5102,36.29128,57,1525,0.001499961
8030,Gent,51.053469,3.730378,57,1350,0.001499961
8090,Cologne,50.937531,6.960278,57,1333,0.001499961
8395,Acre,32.927778,35.081667,57,1250,0.001499961
8691,Damascus,33.5102,36.29128,57,1150,0.001499961
1310,El Djelfa,34.67,3.26,57,1980,0.001499961
1610,Santa Clarita,34.39166,-118.54259,57,1980,0.001499961
6305,Antwerp,51.219217,4.402883,56.948,1645,0.001498592
3961,Cork,51.89797,-8.47061,56.904,1811,0.001497434
4811,Puebla,19.0514,-98.2178,56.859,1793,0.00149625
2381,La Paz,-16.5,-68.15,56.8,1886,0.001494698
4876,Liverpool,53.408372,-2.991572,56.67,1787,0.001491277
5677,Berlin,52.52437,13.41053,56.6,1709,0.001489434
5649,Hiroshima,34.396775,132.460017,56.349,1715,0.001482829
3941,Lima,-12.04318,-77.02824,56.284,1813,0.001481119
6471,Tsinkiang,24.913889,118.58583,56.159,1608,0.00147783
4116,Konigsberg,54.716667,20.516667,56.14,1802,0.00147733
4008,Turin,45.07049,7.68682,56.066,1809,0.001475382
1150,Changchun,43.9,125.2,56,1922,0.001473645
1151,Changzhou,31.77358,119.95401,56,1922,0.001473645
1794,Alwar,27.56246,76.625,56,1900,0.001473645
1795,Barrow,71.29058,-156.78872,56,1900,0.001473645
1796,Bhavnagar,21.77446,72.1525,56,1900,0.001473645
1797,Durban,-29.8579,31.0292,56,1900,0.001473645
1798,Jerusalem,31.76904,35.21633,56,1900,0.001473645
1799,Mechelen,51.02574,4.47762,56,1900,0.001473645
1800,Portland,43.661471,-70.25532,56,1900,0.001473645
1801,Tanta,30.783333,31,56,1900,0.001473645
1802,Utica,43.096569,-75.231887,56,1900,0.001473645
2368,Chhapra,25.7848,84.7274,56,1891,0.001473645
3167,Mathura,27.4925,77.673611,56,1850,0.001473645
3168,Meknes,33.89352,-5.54727,56,1850,0.001473645
4117,Guanajuato,21.01858,-101.2591,56,1802,0.001473645
5261,Wakayama,34.225986,135.167508,56,1750,0.001473645
5629,Potosi,-19.58361,-65.75306,56,1720,0.001473645
5795,Leiden,52.15833,4.49306,56,1700,0.001473645
6045,Kukukhoto,40.842585,111.749181,56,1690,0.001473645
6323,Cochin,9.93988,76.26022,56,1640,0.001473645
6359,Hiroshima,34.396775,132.460017,56,1633,0.001473645
6574,Cochin,9.93988,76.26022,56,1600,0.001473645
6575,Tsinkiang,24.913889,118.58583,56,1600,0.001473645
6797,Tours,47.38333,0.68333,56,1590,0.001473645
883,Jincheng,35.49,112.85,56,1980,0.001473645
3169,Vilnius,54.683333,25.283333,55.916,1850,0.001471435
4066,Verona,45.43419,10.99779,55.887,1805,0.001470672
3170,Albany,42.652578,-73.756233,55.708,1850,0.001465961
3171,Borinage,50.617619,3.345133,55.671,1850,0.001464988
2713,Kiev,50.45466,30.5238,55.59,1856,0.001462856
1231,Cordoba,38.046133,-4.893564,55.514,1910,0.001460856
2894,Graz,47.06667,15.45,55.421,1851,0.001458409
2895,Limerick,52.6653,-8.630497,55.268,1851,0.001454383
6484,Verona,45.43419,10.99779,55.176,1604,0.001451962
4118,Gent,51.053469,3.730378,55.161,1802,0.001451567
928,Yadz,31.896611,54.360681,55.15,1933,0.001451278
6146,Kanazawa,36.561325,136.656206,55.106,1664,0.00145012
3558,Murcia,37.98704,-1.13004,55.053,1844,0.001448725
1803,Andizhan,40.783333,72.333333,55,1900,0.00144733
1804,Besancon,47.24878,6.01815,55,1900,0.00144733
1805,Birmingham,33.520661,-86.80249,55,1900,0.00144733
1806,Christchurch,-43.532054,172.636225,55,1900,0.00144733
1807,Datong,40.083333,113.3,55,1900,0.00144733
1808,Edessa,37.15,38.8,55,1900,0.00144733
1809,Jhansi,25.45446,78.58221,55,1900,0.00144733
1810,Kagoshima,31.5966,130.557183,55,1900,0.00144733
1811,Legnica,51.208333,16.160278,55,1900,0.00144733
1812,Leon,42.605556,-5.57,55,1900,0.00144733
1813,Niigata,37.902552,139.023095,55,1900,0.00144733
1814,Omdurman,15.64453,32.47773,55,1900,0.00144733
2384,Marrakech,31.63416,-7.99994,55,1885,0.00144733
3172,Ibadan,7.38778,3.89639,55,1850,0.00144733
3173,Meerut,28.97155,77.71934,55,1850,0.00144733
3174,Sendai,38.266667,140.866667,55,1850,0.00144733
3175,Tiruchirappalli,10.805,78.685556,55,1850,0.00144733
3176,Wakayama,34.225986,135.167508,55,1850,0.00144733
3538,Kukawa,12.916667,13.566667,55,1845,0.00144733
3568,Granada,37.177336,-3.598558,55,1843,0.00144733
3861,Yarkand,38.414289,77.246006,55,1824,0.00144733
4353,Lille,50.628442,3.054975,55,1800,0.00144733
4354,Verona,45.43419,10.99779,55,1800,0.00144733
4355,Xiangtan,27.85,112.9,55,1800,0.00144733
4356,Zaragoza,41.648792,-0.889581,55,1800,0.00144733
4771,Zaragoza,41.648792,-0.889581,55,1797,0.00144733
4807,Kerman,30.28321,57.07879,55,1794,0.00144733
4812,Jakarta,-6.21462,106.84513,55,1793,0.00144733
5133,Konigsberg,54.716667,20.516667,55,1755,0.00144733
5262,Brussel,50.85045,4.34878,55,1750,0.00144733
5263,Bursa,40.19266,29.08403,55,1750,0.00144733
5264,Edinburgh,55.95206,-3.19648,55,1750,0.00144733
5265,Madras,13.08784,80.27847,55,1750,0.00144733
5796,Jinan,36.650997,117.120497,55,1700,0.00144733
5797,Lille,50.628442,3.054975,55,1700,0.00144733
5798,Pyongyang,39.03385,125.75432,55,1700,0.00144733
5799,Rotterdam,51.9225,4.47917,55,1700,0.00144733
5800,Tainan City,22.983333,120.18333,55,1700,0.00144733
5992,Lille,50.628442,3.054975,55,1698,0.00144733
6101,Bursa,40.19266,29.08403,55,1675,0.00144733
6905,Bucharest,44.43225,26.10626,55,1575,0.00144733
6906,Kano,12.00012,8.51672,55,1575,0.00144733
6907,Mexico City,19.42847,-99.12766,55,1575,0.00144733
6908,Valencia,39.469908,-0.376289,55,1575,0.00144733
7061,Toledo,39.862831,-4.027322,55,1550,0.00144733
7319,Bologna,44.49381,11.33875,55,1500,0.00144733
7320,Lisbon,38.71667,-9.13333,55,1500,0.00144733
7321,Xuzhou,34.26,117.21,55,1500,0.00144733
7478,Bologna,44.49381,11.33875,55,1496,0.00144733
7620,Nizhniy Novgorod,56.3269,44.0075,55,1450,0.00144733
7621,Oyo,7.85,3.93333,55,1450,0.00144733
7780,Lisbon,38.71667,-9.13333,55,1400,0.00144733
8031,Feodosia,45.048889,35.379167,55,1350,0.00144733
8072,Florence,43.771033,11.248,55,1347,0.00144733
8396,Aleppo,36.216667,37.166667,55,1250,0.00144733
8397,Bologna,44.49381,11.33875,55,1250,0.00144733
8398,Genova,44.40565,8.946256,55,1250,0.00144733
8429,Bologna,44.49381,11.33875,55,1249,0.00144733
8789,Guangzhou,23.11667,113.25,55,1100,0.00144733
8790,Venice,45.440847,12.315514,55,1100,0.00144733
8791,Xiangyang,32.017,112.133,55,1100,0.00144733
9126,Kaifeng,34.7986,114.30742,55,800,0.00144733
656,Guigang,23.1,109.61,55,1980,0.00144733
986,Fuqing,25.73,119.38,55,1980,0.00144733
1100,Qianjiang,30.42,112.89,55,1980,0.00144733
1323,Kaiping,22.37,112.7,55,1980,0.00144733
1634,Santo Domingo,-0.25,-79.17,55,1980,0.00144733
1661,Sanmenxia,34.77,111.2,55,1980,0.00144733
4086,Granada,37.177336,-3.598558,54.962,1804,0.00144633
5127,Wroclaw,51.116667,17.033333,54.774,1756,0.001441383
4156,Lille,50.628442,3.054975,54.756,1801,0.001440909
2405,Thanjavur,10.786999,79.137827,54.745,1881,0.00144062
6163,Fuzhou,26.076111,119.306389,54.73,1660,0.001440225
3680,Messina,38.19327,15.54969,54.637,1837,0.001437778
3694,Lima,-12.04318,-77.02824,54.628,1836,0.001437541
3177,Tula,54.107722,37.573261,54.626,1850,0.001437488
2774,Gorakhpur,26.760555,83.373168,54.529,1853,0.001434936
2775,Mysore,12.29791,76.63925,54.529,1853,0.001434936
5134,Brussel,50.85045,4.34878,54.28,1755,0.001428383
2896,Bath,51.37795,-2.35907,54.24,1851,0.001427331
4744,Budapest,47.49801,19.03991,54.179,1799,0.001425726
2385,Kokand,40.533261,70.932342,54.043,1885,0.001422147
1815,Antananarivo,-18.914812,47.531623,54,1900,0.001421015
1816,Exeter,50.7236,-3.52751,54,1900,0.001421015
1817,Furth,49.477117,10.988667,54,1900,0.001421015
1818,La Paz,-16.5,-68.15,54,1900,0.001421015
1819,Leiden,52.15833,4.49306,54,1900,0.001421015
1820,Newcastle,-32.92715,151.77647,54,1900,0.001421015
1821,Port-of-Spain,10.661702,-61.519442,54,1900,0.001421015
1822,Rostock,54.0887,12.14049,54,1900,0.001421015
1823,Santander,43.46472,-3.80444,54,1900,0.001421015
1824,Savannah,32.08354,-81.09983,54,1900,0.001421015
1825,Yekaterinburg,56.833333,60.6,54,1900,0.001421015
2360,Pochow,33.8772222,115.7702778,54,1894,0.001421015
3178,Algiers,36.7525,3.04197,54,1850,0.001421015
3179,Bhagalpur,25.24446,86.97183,54,1850,0.001421015
3180,Bremen,53.07516,8.80777,54,1850,0.001421015
3181,Graz,47.06667,15.45,54,1850,0.001421015
3182,Limerick,52.6653,-8.630497,54,1850,0.001421015
3183,Moradabad,28.83893,78.77684,54,1850,0.001421015
3184,Mysore,12.29791,76.63925,54,1850,0.001421015
3722,Kabul,34.52813,69.17233,54,1832,0.001421015
3723,Kandahar,31.61332,65.71013,54,1832,0.001421015
4357,Budapest,47.49801,19.03991,54,1800,0.001421015
4358,Lima,-12.04318,-77.02824,54,1800,0.001421015
4988,Nantes,47.21725,-1.55336,54,1775,0.001421015
5085,Manila,14.58,121,54,1762,0.001421015
5089,Ujjain,23.18239,75.77643,54,1761,0.001421015
5267,Ujjain,23.18239,75.77643,54,1750,0.001421015
5559,Leiden,52.15833,4.49306,54,1732,0.001421015
5560,Udaipur,24.57127,73.691544,54,1732,0.001421015
5640,Amber,26.985847,75.888251,54,1719,0.001421015
5690,Lahore,31.54972,74.34361,54,1707,0.001421015
5703,Leiden,52.15833,4.49306,54,1702,0.001421015
5801,Amber,26.985847,75.888251,54,1700,0.001421015
5802,Lahore,31.54972,74.34361,54,1700,0.001421015
5803,Udaipur,24.57127,73.691544,54,1700,0.001421015
6087,Hamburg,53.57532,10.01534,54,1680,0.001421015
6116,Hue,16.46667,107.6,54,1672,0.001421015
6154,Gurgaon,28.459497,77.026638,54,1662,0.001421015
6576,Verona,45.43419,10.99779,54,1600,0.001421015
7540,Florence,43.771033,11.248,54,1470,0.001421015
8175,Chengdu,30.66667,104.06667,54,1300,0.001421015
8176,Cologne,50.937531,6.960278,54,1300,0.001421015
8310,Tenayuca,19.532167,-99.168472,54,1298,0.001421015
8318,Chengdu,30.66667,104.06667,54,1290,0.001421015
8399,Chengdu,30.66667,104.06667,54,1250,0.001421015
8400,Tenayuca,19.532167,-99.168472,54,1250,0.001421015
8928,Somnath,20.906002,70.384372,54,1000,0.001421015
989,Loudi,27.73,111.99,54,1980,0.001421015
1065,Jubayl,27.01122,49.65826,54,1980,0.001421015
1265,Chuxiong,25.04,101.54,54,1980,0.001421015
1377,Lubango,-14.92,13.49,54,1980,0.001421015
1410,Al-Mukalla,14.54248,49.12424,54,1980,0.001421015
